id,Municipio,Estado,Ejercicio,Fecha del documento o corte,Original ARS,Vigente ARS,Dato destacado,ARS por habitante Censo 2022,Población Censo 2022,Alcance,Nota,Documentos
06602,Patagones,2026 verificado,2026,2026-06-30,,55416571751.54,current,1472044.09,37646.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://drive.google.com/uc?export=download&id=1PeAETNmH9BPd-hHzW_4Xb4z2mD-QvV3O
06609,Pehuajó,Pendiente,,,,,,,44783.0,,,
06616,Pellegrini,2026 verificado,2026,2026-06-30,,15188544310.30,current,2126353.68,7143.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://pellegrini.gov.ar/uploads/archivos/2026_07_14_estado_economico_financiero_30_06_2026.pdf
06623,Pergamino,2026 verificado,2026,2026-06-30,,77554321064.54,current,672397.44,115340.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://datosabiertos.pergamino.gob.ar/dataset/e3e4beba-8b6e-4c2f-a1df-f943886753f6/resource/cdf19193-cee5-40fc-aa74-8a92b6cd0765/download/situacion-economico-financieara-primer-semestre-2026.pdf
06630,Pila,Pendiente,,,,,,,4642.0,,,
06638,Pilar,2026 verificado,2026,2025-11-28,488609779242.00,,original,1237757.64,394754.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://sibom.slyt.gba.gov.ar/bulletins/13973/contents/2316317/download_annex?annex_id=58289
06644,Pinamar,2026 verificado,2026,2026-06-30,,111405146999.16,current,2824029.68,39449.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://drive.google.com/uc?export=download&id=1S8czXFYenY3P3bya4Bksb13vtLRn-PW6
06648,Presidente Perón,Pendiente,,,,,,,102106.0,,,
06651,Puan,2026 verificado,2026,2026-06-30,,34183447972.87,current,2057632.45,16613.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.puan.gob.ar/wp-content/uploads/2026/07/Situacion-economico-financiera.pdf
06655,Punta Indio,Pendiente,,,,,,,12297.0,,,
06658,Quilmes,2026 verificado,2026,2026-06-30,,602286799038.85,current,950892.58,633391.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://quilmes.gov.ar/pdf/SITUACION%20ECONOMICA%20FINANCIERA%20AL%2030-06-2026.pdf
06665,Ramallo,Pendiente,,,,,,,39730.0,,,
06672,Rauch,2026 verificado,2026,2026-06-30,,28206620767.01,current,1695618.92,16635.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,http://www.rauch.mun.gba.gov.ar/web/wp-content/uploads/2026/07/SITUACION-ECON-FCIERA-2DO-TRIM-2026.pdf
06679,Rivadavia,2026 verificado,2026,2026-06-30,,28718592986.60,current,1446853.39,19849.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://munirivadavia.gob.ar/wp-content/uploads/2026/07/5-Situacion-Economica-financiera-30-06-26.pdf
06686,Rojas,2026 verificado,2026,2026-06-30,,32529315760.87,current,1269337.64,25627.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://transparencia.rojas.gov.ar/assets/php/finanzas/archivos/0-fin_ecn_trm-ac72f47939d95f5bf8587557a30798d5.pdf
06693,Roque Pérez,2026 verificado,2026,2026-03-31,17050281000.00,18637075477.07,current,1333410.28,13977.0,Administración municipal y Concejo Deliberante según el documento publicado. No se agregan cuentas separadas de otros organismos.,Autorización anual de gasto. El vigente incorpora las modificaciones hasta el corte indicado; no es caja disponible ni gasto ejecutado.,https://roqueperez.gob.ar/sites/default/files/estadoejecucionpresupuestogastosporfinalidadfuncion12026.pdf
06700,Saavedra,Histórico,2025,2025-12-30,,31176709373.78,current,1383356.67,22537.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://drive.google.com/uc?export=download&id=1a9pxkIUN8Pgn0JEr4sYkw7b-NTVIurRV
06707,Saladillo,2026 verificado,2026,2026-06-30,,31162073667.14,current,873964.37,35656.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.saladillo.gob.ar/sites/default/files/situacion_economico_financiera_del_01-01-2026_al_30-06-2026.pdf
06721,Salliqueló,2026 verificado,2026,2026-06-30,,13337196873.56,current,1414786.98,9427.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://salliquelo.gob.ar/pdf/be503b650bb61d3e.pdf
06714,Salto,2026 verificado,2026,2026-06-30,,39113838416.09,current,992107.51,39425.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://salto.gob.ar/wp-content/uploads/2026/07/Situacion-Economica-Financiera.pdf
06728,San Andrés de Giles,2026 verificado,2026,2026-06-30,,20344747468.53,current,767436.72,26510.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.sanandresdegiles.gob.ar/sites/default/files/01-sitecofciera-30-06-2026.pdf
06735,San Antonio de Areco,2026 verificado,2026,2025-12-19,30703184044.69,,original,1141509.61,26897.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://areco.ar/wp-content/uploads/2023/01/PRESUPUESTO2026.pdf
06742,San Cayetano,2026 verificado,2026,2026-06-30,,20574490000.00,current,2287579.50,8994.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.hcdsancayetano.gob.ar/economia/economia/Periodo-2026/Junio/PlanillaF_Situacion economico financiera al 30-06-2026.pdf
06749,San Fernando,Histórico,2025,2025-12-30,,184386160862.05,current,1074411.25,171616.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.sanfernando.gob.ar/uploads/adjuntos/Situacioìn Economico Financiera - Del 01-01-2025 al 30-12-2025.pdf
06756,San Isidro,2026 verificado,2026,2026-03-31,,333076160469.20,current,1120404.74,297282.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.sanisidro.gob.ar/sites/default/files/img/situacion_economico_financiera_2026_i_trimestre.pdf
06760,San Miguel,2026 verificado,2026,2026-04-09,221558017532.24,,original,673766.53,328835.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.msm.gov.ar/wp-content/uploads/2026/04/1.2-Presupuesto-de-Gastos-Aprobado-2026.pdf
06763,San Nicolás,2026 verificado,2026,2025-11-27,132625134533.92,,original,790263.22,167824.0,Municipalidad de San Nicolás; no se suma el presupuesto separado de Aguas de San Nicolás.,Se toma el total fijado en el artículo 4. Los subtotales impresos en ese artículo presentan diferencias y no se utilizan para desagregar el monto.,https://hcdsannicolas.gov.ar/pdf/leyes/presupuesto2026.pdf
06770,San Pedro,Pendiente,,,,,,,68613.0,,,
06778,San Vicente,Pendiente,,,,,,,98215.0,,,
06784,Suipacha,2026 verificado,2026,2026-06-30,13248321462.65,13840181534.68,current,1174289.97,11786.0,Administración municipal y Concejo Deliberante según el documento publicado. No se agregan cuentas separadas de otros organismos.,Autorización anual de gasto. El vigente incorpora las modificaciones hasta el corte indicado; no es caja disponible ni gasto ejecutado.,https://suipacha.gob.ar/wp-content/uploads/2026/08/ESTADO-DE-EJECUCION-DEL-PRESUPUESTO-DE-GASTOS-AL-30-06-26.pdf | https://suipacha.gob.ar/wp-content/uploads/2026/08/Presupuesto-Digital-2026.pdf
06791,Tandil,2026 verificado,2026,2026-06-30,,157261556190.03,current,1080278.59,145575.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://autogestion.tandil.gov.ar/apex/f?p=174:4:12041832000297::NO::P4_ARCHIVO_ID:5061
06798,Tapalqué,2026 verificado,2026,2026-06-30,,23221750896.56,current,2153551.97,10783.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.municipiodetapalque.gob.ar/sites/default/files/2t_-_situacion_economica_financiera.pdf
06805,Tigre,2026 verificado,2026,2026-06-30,578906001955.00,611294558622.66,current,1367705.40,446949.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.tigre.gob.ar/public/assets/frontend/documentos/gobierno/informacion_gestion/EJECUCION_PRESUPUESTO_DE_GASTOS_AL_30-06-2026.pdf
06812,Tordillo,Pendiente,,,,,,,2542.0,,,
06819,Tornquist,Pendiente,,,,,,,14810.0,,,
06826,Trenque Lauquen,2026 verificado,2026,2026-06-30,,91278382102.66,current,1851150.54,49309.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.trenquelauquen.gov.ar/wordpress/wp-content/uploads/Situacion-Economica-Financiera-II°-trimestre-2026.pdf
06833,Tres Arroyos,2026 verificado,2026,2026-06-30,,80271896182.72,current,1285872.81,62426.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://jitsi.tresarroyos.gov.ar/storage/archivos/situacion/2026-muni-sem1-6a450660c9f92.pdf
06847,Tres Lomas,2026 verificado,2026,2026-06-30,,14922500570.07,current,1628382.86,9164.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.treslomas.gob.ar/sites/default/files/situacion_economica_financiera_1deg_semestre_2026.pdf
06840,Tres de Febrero,2026 verificado,2026,2026-06-30,,200196499079.73,current,549724.58,364176.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://drive.google.com/uc?export=download&id=19FX8TPMQ9qoUFoJeo202Kqtvsg4MbS4H
06861,Vicente López,2026 verificado,2026,2025-11-13,362143765971.00,,original,1282919.38,282281.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,Presupuesto original del anexo publicado por el municipio; no hay actualización de crédito vigente incorporada.,https://www.vicentelopez.gov.ar/boletin_oficial/bulletin/uploads/2026/01/374622c0-e590-11f0-b3ca-61bca5b46900.pdf
06868,Villa Gesell,2026 verificado,2026,2026-06-30,,47282564887.17,current,1262113.68,37463.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://www.gesell.gob.ar/download/75915/Situacion Economico Financiera al 30-6-2026.pdf
06875,Villarino,Pendiente,,,,,,,32717.0,,,
06882,Zárate,2026 verificado,2026,2026-06-30,,107544929268.84,current,813372.53,132221.0,El monto corresponde a los organismos incluidos en el documento municipal. Puede haber hospitales o entes con presupuesto separado. Los giros entre organismos ya incluidos no se cuentan dos veces.,,https://zarate.gob.ar/wp-content/uploads/2026/07/Situacion-Economica-Financiera-al-30-06-26.pdf
